year,month,state,type_of_producer,energy_source,generation_mwh,date
2021,2,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,774,2021-02-01
2021,3,DC,Total Electric Power Industry,Total,17572,2021-03-01
2021,3,DC,Total Electric Power Industry,Natural Gas,12237,2021-03-01
2021,3,DC,Total Electric Power Industry,Petroleum,3,2021-03-01
2021,3,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,1151,2021-03-01
2021,3,DC,Total Electric Power Industry,Other Biomass,4181,2021-03-01
2021,3,DC,"Combined Heat and Power, Commercial Power",Total,16421,2021-03-01
2021,3,DC,"Combined Heat and Power, Commercial Power",Natural Gas,12237,2021-03-01
2021,3,DC,"Combined Heat and Power, Commercial Power",Petroleum,3,2021-03-01
2021,3,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4181,2021-03-01
2021,3,DC,"Electric Generators, Independent Power Producers",Total,1151,2021-03-01
2021,3,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1151,2021-03-01
2021,4,DC,Total Electric Power Industry,Total,12986,2021-04-01
2021,4,DC,Total Electric Power Industry,Natural Gas,6419,2021-04-01
2021,4,DC,Total Electric Power Industry,Petroleum,3,2021-04-01
2021,4,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,1355,2021-04-01
2021,4,DC,Total Electric Power Industry,Other Biomass,5209,2021-04-01
2021,4,DC,"Combined Heat and Power, Commercial Power",Total,11631,2021-04-01
2021,4,DC,"Combined Heat and Power, Commercial Power",Natural Gas,6419,2021-04-01
2021,4,DC,"Combined Heat and Power, Commercial Power",Petroleum,3,2021-04-01
2021,4,DC,"Combined Heat and Power, Commercial Power",Other Biomass,5209,2021-04-01
2021,4,DC,"Electric Generators, Independent Power Producers",Total,1355,2021-04-01
2021,4,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1355,2021-04-01
2021,5,DC,Total Electric Power Industry,Total,18110,2021-05-01
2021,5,DC,Total Electric Power Industry,Natural Gas,10618,2021-05-01
2021,5,DC,Total Electric Power Industry,Petroleum,3,2021-05-01
2021,5,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,2170,2021-05-01
2021,5,DC,Total Electric Power Industry,Other Biomass,5319,2021-05-01
2021,5,DC,"Combined Heat and Power, Commercial Power",Total,15940,2021-05-01
2021,5,DC,"Combined Heat and Power, Commercial Power",Natural Gas,10618,2021-05-01
2021,5,DC,"Combined Heat and Power, Commercial Power",Petroleum,3,2021-05-01
2021,5,DC,"Combined Heat and Power, Commercial Power",Other Biomass,5319,2021-05-01
2021,5,DC,"Electric Generators, Independent Power Producers",Total,2170,2021-05-01
2021,5,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,2170,2021-05-01
2021,6,DC,Total Electric Power Industry,Total,20030,2021-06-01
2021,6,DC,Total Electric Power Industry,Natural Gas,13454,2021-06-01
2021,6,DC,Total Electric Power Industry,Petroleum,4,2021-06-01
2021,6,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,1933,2021-06-01
2021,6,DC,Total Electric Power Industry,Other Biomass,4639,2021-06-01
2021,6,DC,"Combined Heat and Power, Commercial Power",Total,18097,2021-06-01
2021,6,DC,"Combined Heat and Power, Commercial Power",Natural Gas,13454,2021-06-01
2021,6,DC,"Combined Heat and Power, Commercial Power",Petroleum,4,2021-06-01
2021,6,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4639,2021-06-01
2021,6,DC,"Electric Generators, Independent Power Producers",Total,1933,2021-06-01
2021,6,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1933,2021-06-01
2021,7,DC,Total Electric Power Industry,Total,21178,2021-07-01
2021,7,DC,Total Electric Power Industry,Natural Gas,14513,2021-07-01
2021,7,DC,Total Electric Power Industry,Petroleum,3,2021-07-01
2021,7,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,2056,2021-07-01
2021,7,DC,Total Electric Power Industry,Other Biomass,4606,2021-07-01
2021,7,DC,"Combined Heat and Power, Commercial Power",Total,19122,2021-07-01
2021,7,DC,"Combined Heat and Power, Commercial Power",Natural Gas,14513,2021-07-01
2021,7,DC,"Combined Heat and Power, Commercial Power",Petroleum,3,2021-07-01
2021,7,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4606,2021-07-01
2021,7,DC,"Electric Generators, Independent Power Producers",Total,2056,2021-07-01
2021,7,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,2056,2021-07-01
2021,8,DC,Total Electric Power Industry,Total,19594,2021-08-01
2021,8,DC,Total Electric Power Industry,Natural Gas,13462,2021-08-01
2021,8,DC,Total Electric Power Industry,Petroleum,3,2021-08-01
2021,8,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,1906,2021-08-01
2021,8,DC,Total Electric Power Industry,Other Biomass,4223,2021-08-01
2021,8,DC,"Combined Heat and Power, Commercial Power",Total,17688,2021-08-01
2021,8,DC,"Combined Heat and Power, Commercial Power",Natural Gas,13462,2021-08-01
2021,8,DC,"Combined Heat and Power, Commercial Power",Petroleum,3,2021-08-01
2021,8,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4223,2021-08-01
2021,8,DC,"Electric Generators, Independent Power Producers",Total,1906,2021-08-01
2021,8,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1906,2021-08-01
2021,9,DC,Total Electric Power Industry,Total,19122,2021-09-01
2021,9,DC,Total Electric Power Industry,Natural Gas,12960,2021-09-01
2021,9,DC,Total Electric Power Industry,Petroleum,2,2021-09-01
2021,9,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,1845,2021-09-01
2021,9,DC,Total Electric Power Industry,Other Biomass,4315,2021-09-01
2021,9,DC,"Combined Heat and Power, Commercial Power",Total,17277,2021-09-01
2021,9,DC,"Combined Heat and Power, Commercial Power",Natural Gas,12960,2021-09-01
2021,9,DC,"Combined Heat and Power, Commercial Power",Petroleum,2,2021-09-01
2021,9,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4315,2021-09-01
2021,9,DC,"Electric Generators, Independent Power Producers",Total,1845,2021-09-01
2021,9,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1845,2021-09-01
2021,10,DC,Total Electric Power Industry,Total,15864,2021-10-01
2021,10,DC,Total Electric Power Industry,Natural Gas,9425,2021-10-01
2021,10,DC,Total Electric Power Industry,Petroleum,2,2021-10-01
2021,10,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,1646,2021-10-01
2021,10,DC,Total Electric Power Industry,Other Biomass,4791,2021-10-01
2021,10,DC,"Combined Heat and Power, Commercial Power",Total,14218,2021-10-01
2021,10,DC,"Combined Heat and Power, Commercial Power",Natural Gas,9425,2021-10-01
2021,10,DC,"Combined Heat and Power, Commercial Power",Petroleum,2,2021-10-01
2021,10,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4791,2021-10-01
2021,10,DC,"Electric Generators, Independent Power Producers",Total,1646,2021-10-01
2021,10,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1646,2021-10-01
2021,11,DC,Total Electric Power Industry,Total,17113,2021-11-01
2021,11,DC,Total Electric Power Industry,Natural Gas,10585,2021-11-01
2021,11,DC,Total Electric Power Industry,Petroleum,2,2021-11-01
2021,11,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,1481,2021-11-01
2021,11,DC,Total Electric Power Industry,Other Biomass,5044,2021-11-01
2021,11,DC,"Combined Heat and Power, Commercial Power",Total,15632,2021-11-01
2021,11,DC,"Combined Heat and Power, Commercial Power",Natural Gas,10585,2021-11-01
2021,11,DC,"Combined Heat and Power, Commercial Power",Petroleum,2,2021-11-01
2021,11,DC,"Combined Heat and Power, Commercial Power",Other Biomass,5044,2021-11-01
2021,11,DC,"Electric Generators, Independent Power Producers",Total,1481,2021-11-01
2021,11,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1481,2021-11-01
2021,12,DC,Total Electric Power Industry,Total,16282,2021-12-01
2021,12,DC,Total Electric Power Industry,Natural Gas,9815,2021-12-01
2021,12,DC,Total Electric Power Industry,Petroleum,3,2021-12-01
2021,12,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,1172,2021-12-01
2021,12,DC,Total Electric Power Industry,Other Biomass,5292,2021-12-01
2021,12,DC,"Combined Heat and Power, Commercial Power",Total,15110,2021-12-01
2021,12,DC,"Combined Heat and Power, Commercial Power",Natural Gas,9815,2021-12-01
2021,12,DC,"Combined Heat and Power, Commercial Power",Petroleum,3,2021-12-01
2021,12,DC,"Combined Heat and Power, Commercial Power",Other Biomass,5292,2021-12-01
2021,12,DC,"Electric Generators, Independent Power Producers",Total,1172,2021-12-01
2021,12,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1172,2021-12-01
2022,1,DC,Total Electric Power Industry,Total,11959,2022-01-01
2022,1,DC,Total Electric Power Industry,Natural Gas,5493,2022-01-01
2022,1,DC,Total Electric Power Industry,Petroleum,2,2022-01-01
2022,1,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,1289,2022-01-01
2022,1,DC,Total Electric Power Industry,Other Biomass,5176,2022-01-01
2022,1,DC,"Combined Heat and Power, Commercial Power",Total,10671,2022-01-01
2022,1,DC,"Combined Heat and Power, Commercial Power",Natural Gas,5493,2022-01-01
2022,1,DC,"Combined Heat and Power, Commercial Power",Petroleum,2,2022-01-01
2022,1,DC,"Combined Heat and Power, Commercial Power",Other Biomass,5176,2022-01-01
2022,1,DC,"Electric Generators, Independent Power Producers",Total,1268,2022-01-01
2022,1,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1268,2022-01-01
2022,1,DC,"Electric Generators, Electric Utilities",Total,21,2022-01-01
2022,1,DC,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,21,2022-01-01
2022,2,DC,Total Electric Power Industry,Total,10587,2022-02-01
2022,2,DC,Total Electric Power Industry,Natural Gas,4724,2022-02-01
2022,2,DC,Total Electric Power Industry,Petroleum,1,2022-02-01
2022,2,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,1451,2022-02-01
2022,2,DC,Total Electric Power Industry,Other Biomass,4411,2022-02-01
2022,2,DC,"Combined Heat and Power, Commercial Power",Total,9135,2022-02-01
2022,2,DC,"Combined Heat and Power, Commercial Power",Natural Gas,4724,2022-02-01
2022,2,DC,"Combined Heat and Power, Commercial Power",Petroleum,1,2022-02-01
2022,2,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4411,2022-02-01
2022,2,DC,"Electric Generators, Independent Power Producers",Total,1428,2022-02-01
2022,2,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1428,2022-02-01
2022,2,DC,"Electric Generators, Electric Utilities",Total,23,2022-02-01
2022,2,DC,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,23,2022-02-01
2022,3,DC,Total Electric Power Industry,Total,16109,2022-03-01
2022,3,DC,Total Electric Power Industry,Natural Gas,8707,2022-03-01
2022,3,DC,Total Electric Power Industry,Petroleum,3,2022-03-01
2022,3,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,1867,2022-03-01
2022,3,DC,Total Electric Power Industry,Other Biomass,5532,2022-03-01
2022,3,DC,"Combined Heat and Power, Commercial Power",Total,14242,2022-03-01
2022,3,DC,"Combined Heat and Power, Commercial Power",Natural Gas,8707,2022-03-01
2022,3,DC,"Combined Heat and Power, Commercial Power",Petroleum,3,2022-03-01
2022,3,DC,"Combined Heat and Power, Commercial Power",Other Biomass,5532,2022-03-01
2022,3,DC,"Electric Generators, Independent Power Producers",Total,1837,2022-03-01
2022,3,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1837,2022-03-01
2022,3,DC,"Electric Generators, Electric Utilities",Total,30,2022-03-01
2022,3,DC,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,30,2022-03-01
2022,4,DC,Total Electric Power Industry,Total,15177,2022-04-01
2022,4,DC,Total Electric Power Industry,Natural Gas,7972,2022-04-01
2022,4,DC,Total Electric Power Industry,Petroleum,1,2022-04-01
2022,4,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,2158,2022-04-01
2022,4,DC,Total Electric Power Industry,Other Biomass,5047,2022-04-01
2022,4,DC,"Combined Heat and Power, Commercial Power",Total,13020,2022-04-01
2022,4,DC,"Combined Heat and Power, Commercial Power",Natural Gas,7972,2022-04-01
2022,4,DC,"Combined Heat and Power, Commercial Power",Petroleum,1,2022-04-01
2022,4,DC,"Combined Heat and Power, Commercial Power",Other Biomass,5047,2022-04-01
2022,4,DC,"Electric Generators, Independent Power Producers",Total,2123,2022-04-01
2022,4,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,2123,2022-04-01
2022,4,DC,"Electric Generators, Electric Utilities",Total,35,2022-04-01
2022,4,DC,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,35,2022-04-01
2022,5,DC,Total Electric Power Industry,Total,17186,2022-05-01
2022,5,DC,Total Electric Power Industry,Natural Gas,9651,2022-05-01
2022,5,DC,Total Electric Power Industry,Petroleum,1,2022-05-01
2022,5,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,2427,2022-05-01
2022,5,DC,Total Electric Power Industry,Other Biomass,5107,2022-05-01
2022,5,DC,"Combined Heat and Power, Commercial Power",Total,14759,2022-05-01
2022,5,DC,"Combined Heat and Power, Commercial Power",Natural Gas,9651,2022-05-01
2022,5,DC,"Combined Heat and Power, Commercial Power",Petroleum,1,2022-05-01
2022,5,DC,"Combined Heat and Power, Commercial Power",Other Biomass,5107,2022-05-01
2022,5,DC,"Electric Generators, Independent Power Producers",Total,2392,2022-05-01
2022,5,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,2392,2022-05-01
2022,5,DC,"Electric Generators, Electric Utilities",Total,35,2022-05-01
2022,5,DC,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,35,2022-05-01
2022,6,DC,Total Electric Power Industry,Total,13899,2022-06-01
2022,6,DC,Total Electric Power Industry,Natural Gas,6655,2022-06-01
2022,6,DC,Total Electric Power Industry,Petroleum,1,2022-06-01
2022,6,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,2436,2022-06-01
2022,6,DC,Total Electric Power Industry,Other Biomass,4806,2022-06-01
2022,6,DC,"Combined Heat and Power, Commercial Power",Total,11463,2022-06-01
2022,6,DC,"Combined Heat and Power, Commercial Power",Natural Gas,6655,2022-06-01
2022,6,DC,"Combined Heat and Power, Commercial Power",Petroleum,1,2022-06-01
2022,6,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4806,2022-06-01
2022,6,DC,"Electric Generators, Independent Power Producers",Total,2400,2022-06-01
2022,6,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,2400,2022-06-01
2022,6,DC,"Electric Generators, Electric Utilities",Total,35,2022-06-01
2022,6,DC,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,35,2022-06-01
2022,7,DC,Total Electric Power Industry,Total,14109,2022-07-01
2022,7,DC,Total Electric Power Industry,Natural Gas,7351,2022-07-01
2022,7,DC,Total Electric Power Industry,Petroleum,1,2022-07-01
2022,7,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,2258,2022-07-01
2022,7,DC,Total Electric Power Industry,Other Biomass,4499,2022-07-01
2022,7,DC,"Combined Heat and Power, Commercial Power",Total,11852,2022-07-01
2022,7,DC,"Combined Heat and Power, Commercial Power",Natural Gas,7351,2022-07-01
2022,7,DC,"Combined Heat and Power, Commercial Power",Petroleum,1,2022-07-01
2022,7,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4499,2022-07-01
2022,7,DC,"Electric Generators, Independent Power Producers",Total,2225,2022-07-01
2022,7,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,2225,2022-07-01
2022,7,DC,"Electric Generators, Electric Utilities",Total,33,2022-07-01
2022,7,DC,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,33,2022-07-01
2022,8,DC,Total Electric Power Industry,Total,13851,2022-08-01
2022,8,DC,Total Electric Power Industry,Natural Gas,7409,2022-08-01
2022,8,DC,Total Electric Power Industry,Petroleum,1,2022-08-01
2022,8,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,2111,2022-08-01
2022,8,DC,Total Electric Power Industry,Other Biomass,4330,2022-08-01
2022,8,DC,"Combined Heat and Power, Commercial Power",Total,11740,2022-08-01
2022,8,DC,"Combined Heat and Power, Commercial Power",Natural Gas,7409,2022-08-01
2022,8,DC,"Combined Heat and Power, Commercial Power",Petroleum,1,2022-08-01
2022,8,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4330,2022-08-01
2022,8,DC,"Electric Generators, Independent Power Producers",Total,2080,2022-08-01
2022,8,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,2080,2022-08-01
2022,8,DC,"Electric Generators, Electric Utilities",Total,31,2022-08-01
2022,8,DC,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,31,2022-08-01
2022,9,DC,Total Electric Power Industry,Total,12500,2022-09-01
2022,9,DC,Total Electric Power Industry,Natural Gas,6231,2022-09-01
2022,9,DC,Total Electric Power Industry,Petroleum,1,2022-09-01
2022,9,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,1909,2022-09-01
2022,9,DC,Total Electric Power Industry,Other Biomass,4359,2022-09-01
2022,9,DC,"Combined Heat and Power, Commercial Power",Total,10591,2022-09-01
2022,9,DC,"Combined Heat and Power, Commercial Power",Natural Gas,6231,2022-09-01
2022,9,DC,"Combined Heat and Power, Commercial Power",Petroleum,1,2022-09-01
2022,9,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4359,2022-09-01
2022,9,DC,"Electric Generators, Independent Power Producers",Total,1881,2022-09-01
2022,9,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1881,2022-09-01
2022,9,DC,"Electric Generators, Electric Utilities",Total,28,2022-09-01
2022,9,DC,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,28,2022-09-01
2022,10,DC,Total Electric Power Industry,Total,12159,2022-10-01
2022,10,DC,Total Electric Power Industry,Natural Gas,5471,2022-10-01
2022,10,DC,Total Electric Power Industry,Petroleum,1,2022-10-01
2022,10,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,1869,2022-10-01
2022,10,DC,Total Electric Power Industry,Other Biomass,4817,2022-10-01
2022,10,DC,"Combined Heat and Power, Commercial Power",Total,10289,2022-10-01
2022,10,DC,"Combined Heat and Power, Commercial Power",Natural Gas,5471,2022-10-01
2022,10,DC,"Combined Heat and Power, Commercial Power",Petroleum,1,2022-10-01
2022,10,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4817,2022-10-01
2022,10,DC,"Electric Generators, Independent Power Producers",Total,1842,2022-10-01
2022,10,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1842,2022-10-01
2022,10,DC,"Electric Generators, Electric Utilities",Total,27,2022-10-01
2022,10,DC,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,27,2022-10-01
2022,11,DC,Total Electric Power Industry,Total,11294,2022-11-01
2022,11,DC,Total Electric Power Industry,Natural Gas,5243,2022-11-01
2022,11,DC,Total Electric Power Industry,Petroleum,1,2022-11-01
2022,11,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,1275,2022-11-01
2022,11,DC,Total Electric Power Industry,Other Biomass,4775,2022-11-01
2022,11,DC,"Combined Heat and Power, Commercial Power",Total,10019,2022-11-01
2022,11,DC,"Combined Heat and Power, Commercial Power",Natural Gas,5243,2022-11-01
2022,11,DC,"Combined Heat and Power, Commercial Power",Petroleum,1,2022-11-01
2022,11,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4775,2022-11-01
2022,11,DC,"Electric Generators, Independent Power Producers",Total,1257,2022-11-01
2022,11,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1257,2022-11-01
2022,11,DC,"Electric Generators, Electric Utilities",Total,19,2022-11-01
2022,11,DC,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,19,2022-11-01
2022,12,DC,Total Electric Power Industry,Total,11407,2022-12-01
2022,12,DC,Total Electric Power Industry,Natural Gas,5365,2022-12-01
2022,12,DC,Total Electric Power Industry,Petroleum,4,2022-12-01
2022,12,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,1199,2022-12-01
2022,12,DC,Total Electric Power Industry,Other Biomass,4840,2022-12-01
2022,12,DC,"Combined Heat and Power, Commercial Power",Total,10208,2022-12-01
2022,12,DC,"Combined Heat and Power, Commercial Power",Natural Gas,5365,2022-12-01
2022,12,DC,"Combined Heat and Power, Commercial Power",Petroleum,4,2022-12-01
2022,12,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4840,2022-12-01
2022,12,DC,"Electric Generators, Independent Power Producers",Total,1182,2022-12-01
2022,12,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1182,2022-12-01
2022,12,DC,"Electric Generators, Electric Utilities",Total,17,2022-12-01
2022,12,DC,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,17,2022-12-01
