year,month,state,type_of_producer,energy_source,generation_mwh,date
2014,8,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2014-08-01
2014,9,DC,Total Electric Power Industry,Total,5789.14,2014-09-01
2014,9,DC,Total Electric Power Industry,Natural Gas,5789.14,2014-09-01
2014,9,DC,Total Electric Power Industry,Petroleum,0,2014-09-01
2014,9,DC,"Combined Heat and Power, Commercial Power",Total,5789.14,2014-09-01
2014,9,DC,"Combined Heat and Power, Commercial Power",Natural Gas,5789.14,2014-09-01
2014,9,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2014-09-01
2014,10,DC,Total Electric Power Industry,Total,4704.81,2014-10-01
2014,10,DC,Total Electric Power Industry,Natural Gas,4704.81,2014-10-01
2014,10,DC,Total Electric Power Industry,Petroleum,0,2014-10-01
2014,10,DC,"Combined Heat and Power, Commercial Power",Total,4704.81,2014-10-01
2014,10,DC,"Combined Heat and Power, Commercial Power",Natural Gas,4704.81,2014-10-01
2014,10,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2014-10-01
2014,11,DC,Total Electric Power Industry,Total,5104.64,2014-11-01
2014,11,DC,Total Electric Power Industry,Natural Gas,5104.64,2014-11-01
2014,11,DC,Total Electric Power Industry,Petroleum,0,2014-11-01
2014,11,DC,"Combined Heat and Power, Commercial Power",Total,5104.64,2014-11-01
2014,11,DC,"Combined Heat and Power, Commercial Power",Natural Gas,5104.64,2014-11-01
2014,11,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2014-11-01
2014,12,DC,Total Electric Power Industry,Total,5607.42,2014-12-01
2014,12,DC,Total Electric Power Industry,Natural Gas,5607.42,2014-12-01
2014,12,DC,Total Electric Power Industry,Petroleum,0,2014-12-01
2014,12,DC,"Combined Heat and Power, Commercial Power",Total,5607.42,2014-12-01
2014,12,DC,"Combined Heat and Power, Commercial Power",Natural Gas,5607.42,2014-12-01
2014,12,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2014-12-01
2015,1,DC,Total Electric Power Industry,Total,1713,2015-01-01
2015,1,DC,Total Electric Power Industry,Natural Gas,1699,2015-01-01
2015,1,DC,Total Electric Power Industry,Petroleum,14,2015-01-01
2015,1,DC,"Combined Heat and Power, Commercial Power",Total,1713,2015-01-01
2015,1,DC,"Combined Heat and Power, Commercial Power",Natural Gas,1699,2015-01-01
2015,1,DC,"Combined Heat and Power, Commercial Power",Petroleum,14,2015-01-01
2015,2,DC,Total Electric Power Industry,Total,1575,2015-02-01
2015,2,DC,Total Electric Power Industry,Natural Gas,1538,2015-02-01
2015,2,DC,Total Electric Power Industry,Petroleum,37,2015-02-01
2015,2,DC,"Combined Heat and Power, Commercial Power",Total,1575,2015-02-01
2015,2,DC,"Combined Heat and Power, Commercial Power",Natural Gas,1538,2015-02-01
2015,2,DC,"Combined Heat and Power, Commercial Power",Petroleum,37,2015-02-01
2015,3,DC,Total Electric Power Industry,Total,1675,2015-03-01
2015,3,DC,Total Electric Power Industry,Natural Gas,1671,2015-03-01
2015,3,DC,Total Electric Power Industry,Petroleum,4,2015-03-01
2015,3,DC,"Combined Heat and Power, Commercial Power",Total,1675,2015-03-01
2015,3,DC,"Combined Heat and Power, Commercial Power",Natural Gas,1671,2015-03-01
2015,3,DC,"Combined Heat and Power, Commercial Power",Petroleum,4,2015-03-01
2015,4,DC,Total Electric Power Industry,Total,1718,2015-04-01
2015,4,DC,Total Electric Power Industry,Natural Gas,1715,2015-04-01
2015,4,DC,Total Electric Power Industry,Petroleum,3,2015-04-01
2015,4,DC,"Combined Heat and Power, Commercial Power",Total,1718,2015-04-01
2015,4,DC,"Combined Heat and Power, Commercial Power",Natural Gas,1715,2015-04-01
2015,4,DC,"Combined Heat and Power, Commercial Power",Petroleum,3,2015-04-01
2015,5,DC,Total Electric Power Industry,Total,1951,2015-05-01
2015,5,DC,Total Electric Power Industry,Natural Gas,1946,2015-05-01
2015,5,DC,Total Electric Power Industry,Petroleum,5,2015-05-01
2015,5,DC,"Combined Heat and Power, Commercial Power",Total,1951,2015-05-01
2015,5,DC,"Combined Heat and Power, Commercial Power",Natural Gas,1946,2015-05-01
2015,5,DC,"Combined Heat and Power, Commercial Power",Petroleum,5,2015-05-01
2015,6,DC,Total Electric Power Industry,Total,5978,2015-06-01
2015,6,DC,Total Electric Power Industry,Natural Gas,2155,2015-06-01
2015,6,DC,Total Electric Power Industry,Petroleum,6,2015-06-01
2015,6,DC,Total Electric Power Industry,Other Biomass,3816,2015-06-01
2015,6,DC,"Combined Heat and Power, Commercial Power",Total,2161,2015-06-01
2015,6,DC,"Combined Heat and Power, Commercial Power",Natural Gas,2155,2015-06-01
2015,6,DC,"Combined Heat and Power, Commercial Power",Petroleum,6,2015-06-01
2015,6,DC,"Combined Heat and Power, Electric Power",Total,3816,2015-06-01
2015,6,DC,"Combined Heat and Power, Electric Power",Natural Gas,0,2015-06-01
2015,6,DC,"Combined Heat and Power, Electric Power",Other Biomass,3816,2015-06-01
2015,7,DC,Total Electric Power Industry,Total,6904,2015-07-01
2015,7,DC,Total Electric Power Industry,Natural Gas,2320,2015-07-01
2015,7,DC,Total Electric Power Industry,Petroleum,7,2015-07-01
2015,7,DC,Total Electric Power Industry,Other Biomass,4576,2015-07-01
2015,7,DC,"Combined Heat and Power, Commercial Power",Total,2328,2015-07-01
2015,7,DC,"Combined Heat and Power, Commercial Power",Natural Gas,2320,2015-07-01
2015,7,DC,"Combined Heat and Power, Commercial Power",Petroleum,7,2015-07-01
2015,7,DC,"Combined Heat and Power, Electric Power",Total,4576,2015-07-01
2015,7,DC,"Combined Heat and Power, Electric Power",Natural Gas,0,2015-07-01
2015,7,DC,"Combined Heat and Power, Electric Power",Other Biomass,4576,2015-07-01
2015,8,DC,Total Electric Power Industry,Total,6649,2015-08-01
2015,8,DC,Total Electric Power Industry,Natural Gas,2247,2015-08-01
2015,8,DC,Total Electric Power Industry,Petroleum,5,2015-08-01
2015,8,DC,Total Electric Power Industry,Other Biomass,4396,2015-08-01
2015,8,DC,"Combined Heat and Power, Commercial Power",Total,2252,2015-08-01
2015,8,DC,"Combined Heat and Power, Commercial Power",Natural Gas,2247,2015-08-01
2015,8,DC,"Combined Heat and Power, Commercial Power",Petroleum,5,2015-08-01
2015,8,DC,"Combined Heat and Power, Electric Power",Total,4396,2015-08-01
2015,8,DC,"Combined Heat and Power, Electric Power",Natural Gas,0,2015-08-01
2015,8,DC,"Combined Heat and Power, Electric Power",Other Biomass,4396,2015-08-01
2015,9,DC,Total Electric Power Industry,Total,6068,2015-09-01
2015,9,DC,Total Electric Power Industry,Natural Gas,2037,2015-09-01
2015,9,DC,Total Electric Power Industry,Petroleum,3,2015-09-01
2015,9,DC,Total Electric Power Industry,Other Biomass,4029,2015-09-01
2015,9,DC,"Combined Heat and Power, Commercial Power",Total,2040,2015-09-01
2015,9,DC,"Combined Heat and Power, Commercial Power",Natural Gas,2037,2015-09-01
2015,9,DC,"Combined Heat and Power, Commercial Power",Petroleum,3,2015-09-01
2015,9,DC,"Combined Heat and Power, Electric Power",Total,4029,2015-09-01
2015,9,DC,"Combined Heat and Power, Electric Power",Natural Gas,0,2015-09-01
2015,9,DC,"Combined Heat and Power, Electric Power",Other Biomass,4029,2015-09-01
2015,10,DC,Total Electric Power Industry,Total,6426,2015-10-01
2015,10,DC,Total Electric Power Industry,Natural Gas,1796,2015-10-01
2015,10,DC,Total Electric Power Industry,Petroleum,3,2015-10-01
2015,10,DC,Total Electric Power Industry,Other Biomass,4627,2015-10-01
2015,10,DC,"Combined Heat and Power, Commercial Power",Total,1799,2015-10-01
2015,10,DC,"Combined Heat and Power, Commercial Power",Natural Gas,1796,2015-10-01
2015,10,DC,"Combined Heat and Power, Commercial Power",Petroleum,3,2015-10-01
2015,10,DC,"Combined Heat and Power, Electric Power",Total,4627,2015-10-01
2015,10,DC,"Combined Heat and Power, Electric Power",Natural Gas,0,2015-10-01
2015,10,DC,"Combined Heat and Power, Electric Power",Other Biomass,4627,2015-10-01
2015,11,DC,Total Electric Power Industry,Total,6409,2015-11-01
2015,11,DC,Total Electric Power Industry,Natural Gas,1739,2015-11-01
2015,11,DC,Total Electric Power Industry,Petroleum,7,2015-11-01
2015,11,DC,Total Electric Power Industry,Other Biomass,4662,2015-11-01
2015,11,DC,"Combined Heat and Power, Commercial Power",Total,1747,2015-11-01
2015,11,DC,"Combined Heat and Power, Commercial Power",Natural Gas,1739,2015-11-01
2015,11,DC,"Combined Heat and Power, Commercial Power",Petroleum,7,2015-11-01
2015,11,DC,"Combined Heat and Power, Electric Power",Total,4662,2015-11-01
2015,11,DC,"Combined Heat and Power, Electric Power",Natural Gas,0,2015-11-01
2015,11,DC,"Combined Heat and Power, Electric Power",Other Biomass,4662,2015-11-01
2015,12,DC,Total Electric Power Industry,Total,6685,2015-12-01
2015,12,DC,Total Electric Power Industry,Natural Gas,1790,2015-12-01
2015,12,DC,Total Electric Power Industry,Petroleum,3,2015-12-01
2015,12,DC,Total Electric Power Industry,Other Biomass,4892,2015-12-01
2015,12,DC,"Combined Heat and Power, Commercial Power",Total,1793,2015-12-01
2015,12,DC,"Combined Heat and Power, Commercial Power",Natural Gas,1790,2015-12-01
2015,12,DC,"Combined Heat and Power, Commercial Power",Petroleum,3,2015-12-01
2015,12,DC,"Combined Heat and Power, Electric Power",Total,4892,2015-12-01
2015,12,DC,"Combined Heat and Power, Electric Power",Natural Gas,0,2015-12-01
2015,12,DC,"Combined Heat and Power, Electric Power",Other Biomass,4892,2015-12-01
2016,1,DC,Total Electric Power Industry,Total,6419,2016-01-01
2016,1,DC,Total Electric Power Industry,Natural Gas,1725,2016-01-01
2016,1,DC,Total Electric Power Industry,Petroleum,180,2016-01-01
2016,1,DC,Total Electric Power Industry,Other Biomass,4514,2016-01-01
2016,1,DC,"Combined Heat and Power, Commercial Power",Total,1902,2016-01-01
2016,1,DC,"Combined Heat and Power, Commercial Power",Natural Gas,1722,2016-01-01
2016,1,DC,"Combined Heat and Power, Commercial Power",Petroleum,180,2016-01-01
2016,1,DC,"Combined Heat and Power, Electric Power",Total,4516,2016-01-01
2016,1,DC,"Combined Heat and Power, Electric Power",Natural Gas,2,2016-01-01
2016,1,DC,"Combined Heat and Power, Electric Power",Other Biomass,4514,2016-01-01
2016,2,DC,Total Electric Power Industry,Total,5935,2016-02-01
2016,2,DC,Total Electric Power Industry,Natural Gas,1642,2016-02-01
2016,2,DC,Total Electric Power Industry,Petroleum,90,2016-02-01
2016,2,DC,Total Electric Power Industry,Other Biomass,4203,2016-02-01
2016,2,DC,"Combined Heat and Power, Commercial Power",Total,1730,2016-02-01
2016,2,DC,"Combined Heat and Power, Commercial Power",Natural Gas,1640,2016-02-01
2016,2,DC,"Combined Heat and Power, Commercial Power",Petroleum,90,2016-02-01
2016,2,DC,"Combined Heat and Power, Electric Power",Total,4205,2016-02-01
2016,2,DC,"Combined Heat and Power, Electric Power",Natural Gas,2,2016-02-01
2016,2,DC,"Combined Heat and Power, Electric Power",Other Biomass,4203,2016-02-01
2016,3,DC,Total Electric Power Industry,Total,6187,2016-03-01
2016,3,DC,Total Electric Power Industry,Natural Gas,1752,2016-03-01
2016,3,DC,Total Electric Power Industry,Petroleum,48,2016-03-01
2016,3,DC,Total Electric Power Industry,Other Biomass,4387,2016-03-01
2016,3,DC,"Combined Heat and Power, Commercial Power",Total,1798,2016-03-01
2016,3,DC,"Combined Heat and Power, Commercial Power",Natural Gas,1750,2016-03-01
2016,3,DC,"Combined Heat and Power, Commercial Power",Petroleum,48,2016-03-01
2016,3,DC,"Combined Heat and Power, Electric Power",Total,4389,2016-03-01
2016,3,DC,"Combined Heat and Power, Electric Power",Natural Gas,2,2016-03-01
2016,3,DC,"Combined Heat and Power, Electric Power",Other Biomass,4387,2016-03-01
2016,4,DC,Total Electric Power Industry,Total,6416,2016-04-01
2016,4,DC,Total Electric Power Industry,Natural Gas,1691,2016-04-01
2016,4,DC,Total Electric Power Industry,Petroleum,50,2016-04-01
2016,4,DC,Total Electric Power Industry,Other Biomass,4674,2016-04-01
2016,4,DC,"Combined Heat and Power, Commercial Power",Total,1739,2016-04-01
2016,4,DC,"Combined Heat and Power, Commercial Power",Natural Gas,1689,2016-04-01
2016,4,DC,"Combined Heat and Power, Commercial Power",Petroleum,50,2016-04-01
2016,4,DC,"Combined Heat and Power, Electric Power",Total,4677,2016-04-01
2016,4,DC,"Combined Heat and Power, Electric Power",Natural Gas,2,2016-04-01
2016,4,DC,"Combined Heat and Power, Electric Power",Other Biomass,4674,2016-04-01
2016,5,DC,Total Electric Power Industry,Total,6609,2016-05-01
2016,5,DC,Total Electric Power Industry,Natural Gas,1904,2016-05-01
2016,5,DC,Total Electric Power Industry,Petroleum,52,2016-05-01
2016,5,DC,Total Electric Power Industry,Other Biomass,4653,2016-05-01
2016,5,DC,"Combined Heat and Power, Commercial Power",Total,1953,2016-05-01
2016,5,DC,"Combined Heat and Power, Commercial Power",Natural Gas,1901,2016-05-01
2016,5,DC,"Combined Heat and Power, Commercial Power",Petroleum,52,2016-05-01
2016,5,DC,"Combined Heat and Power, Electric Power",Total,4656,2016-05-01
2016,5,DC,"Combined Heat and Power, Electric Power",Natural Gas,2,2016-05-01
2016,5,DC,"Combined Heat and Power, Electric Power",Other Biomass,4653,2016-05-01
2016,6,DC,Total Electric Power Industry,Total,6617,2016-06-01
2016,6,DC,Total Electric Power Industry,Natural Gas,2164,2016-06-01
2016,6,DC,Total Electric Power Industry,Petroleum,81,2016-06-01
2016,6,DC,Total Electric Power Industry,Other Biomass,4371,2016-06-01
2016,6,DC,"Combined Heat and Power, Commercial Power",Total,2242,2016-06-01
2016,6,DC,"Combined Heat and Power, Commercial Power",Natural Gas,2161,2016-06-01
2016,6,DC,"Combined Heat and Power, Commercial Power",Petroleum,81,2016-06-01
2016,6,DC,"Combined Heat and Power, Electric Power",Total,4374,2016-06-01
2016,6,DC,"Combined Heat and Power, Electric Power",Natural Gas,3,2016-06-01
2016,6,DC,"Combined Heat and Power, Electric Power",Other Biomass,4371,2016-06-01
2016,7,DC,Total Electric Power Industry,Total,7034,2016-07-01
2016,7,DC,Total Electric Power Industry,Natural Gas,2451,2016-07-01
2016,7,DC,Total Electric Power Industry,Petroleum,155,2016-07-01
2016,7,DC,Total Electric Power Industry,Other Biomass,4428,2016-07-01
2016,7,DC,"Combined Heat and Power, Commercial Power",Total,2603,2016-07-01
2016,7,DC,"Combined Heat and Power, Commercial Power",Natural Gas,2447,2016-07-01
2016,7,DC,"Combined Heat and Power, Commercial Power",Petroleum,155,2016-07-01
2016,7,DC,"Combined Heat and Power, Electric Power",Total,4431,2016-07-01
2016,7,DC,"Combined Heat and Power, Electric Power",Natural Gas,3,2016-07-01
2016,7,DC,"Combined Heat and Power, Electric Power",Other Biomass,4428,2016-07-01
2016,8,DC,Total Electric Power Industry,Total,6976,2016-08-01
2016,8,DC,Total Electric Power Industry,Natural Gas,2456,2016-08-01
2016,8,DC,Total Electric Power Industry,Petroleum,129,2016-08-01
2016,8,DC,Total Electric Power Industry,Other Biomass,4390,2016-08-01
2016,8,DC,"Combined Heat and Power, Commercial Power",Total,2582,2016-08-01
2016,8,DC,"Combined Heat and Power, Commercial Power",Natural Gas,2453,2016-08-01
2016,8,DC,"Combined Heat and Power, Commercial Power",Petroleum,129,2016-08-01
2016,8,DC,"Combined Heat and Power, Electric Power",Total,4394,2016-08-01
2016,8,DC,"Combined Heat and Power, Electric Power",Natural Gas,3,2016-08-01
2016,8,DC,"Combined Heat and Power, Electric Power",Other Biomass,4390,2016-08-01
2016,9,DC,Total Electric Power Industry,Total,6101,2016-09-01
2016,9,DC,Total Electric Power Industry,Natural Gas,2062,2016-09-01
2016,9,DC,Total Electric Power Industry,Petroleum,46,2016-09-01
2016,9,DC,Total Electric Power Industry,Other Biomass,3992,2016-09-01
2016,9,DC,"Combined Heat and Power, Commercial Power",Total,2105,2016-09-01
2016,9,DC,"Combined Heat and Power, Commercial Power",Natural Gas,2060,2016-09-01
2016,9,DC,"Combined Heat and Power, Commercial Power",Petroleum,46,2016-09-01
2016,9,DC,"Combined Heat and Power, Electric Power",Total,3995,2016-09-01
2016,9,DC,"Combined Heat and Power, Electric Power",Natural Gas,3,2016-09-01
2016,9,DC,"Combined Heat and Power, Electric Power",Other Biomass,3992,2016-09-01
2016,10,DC,Total Electric Power Industry,Total,5665,2016-10-01
2016,10,DC,Total Electric Power Industry,Natural Gas,1719,2016-10-01
2016,10,DC,Total Electric Power Industry,Petroleum,55,2016-10-01
2016,10,DC,Total Electric Power Industry,Other Biomass,3892,2016-10-01
2016,10,DC,"Combined Heat and Power, Commercial Power",Total,1772,2016-10-01
2016,10,DC,"Combined Heat and Power, Commercial Power",Natural Gas,1716,2016-10-01
2016,10,DC,"Combined Heat and Power, Commercial Power",Petroleum,55,2016-10-01
2016,10,DC,"Combined Heat and Power, Electric Power",Total,3894,2016-10-01
2016,10,DC,"Combined Heat and Power, Electric Power",Natural Gas,2,2016-10-01
2016,10,DC,"Combined Heat and Power, Electric Power",Other Biomass,3892,2016-10-01
2016,11,DC,Total Electric Power Industry,Total,6000,2016-11-01
2016,11,DC,Total Electric Power Industry,Natural Gas,1567,2016-11-01
2016,11,DC,Total Electric Power Industry,Petroleum,59,2016-11-01
2016,11,DC,Total Electric Power Industry,Other Biomass,4374,2016-11-01
2016,11,DC,"Combined Heat and Power, Commercial Power",Total,1624,2016-11-01
2016,11,DC,"Combined Heat and Power, Commercial Power",Natural Gas,1565,2016-11-01
2016,11,DC,"Combined Heat and Power, Commercial Power",Petroleum,59,2016-11-01
2016,11,DC,"Combined Heat and Power, Electric Power",Total,4376,2016-11-01
2016,11,DC,"Combined Heat and Power, Electric Power",Natural Gas,2,2016-11-01
2016,11,DC,"Combined Heat and Power, Electric Power",Other Biomass,4374,2016-11-01
2016,12,DC,Total Electric Power Industry,Total,6517,2016-12-01
2016,12,DC,Total Electric Power Industry,Natural Gas,1569,2016-12-01
2016,12,DC,Total Electric Power Industry,Petroleum,55,2016-12-01
2016,12,DC,Total Electric Power Industry,Other Biomass,4892,2016-12-01
2016,12,DC,"Combined Heat and Power, Commercial Power",Total,1622,2016-12-01
2016,12,DC,"Combined Heat and Power, Commercial Power",Natural Gas,1567,2016-12-01
2016,12,DC,"Combined Heat and Power, Commercial Power",Petroleum,55,2016-12-01
2016,12,DC,"Combined Heat and Power, Electric Power",Total,4894,2016-12-01
2016,12,DC,"Combined Heat and Power, Electric Power",Natural Gas,2,2016-12-01
2016,12,DC,"Combined Heat and Power, Electric Power",Other Biomass,4892,2016-12-01
2017,1,DC,Total Electric Power Industry,Total,9717,2017-01-01
2017,1,DC,Total Electric Power Industry,Natural Gas,4452,2017-01-01
2017,1,DC,Total Electric Power Industry,Petroleum,0,2017-01-01
2017,1,DC,Total Electric Power Industry,Other Biomass,5265,2017-01-01
2017,1,DC,"Combined Heat and Power, Commercial Power",Total,9717,2017-01-01
2017,1,DC,"Combined Heat and Power, Commercial Power",Natural Gas,4452,2017-01-01
2017,1,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2017-01-01
2017,1,DC,"Combined Heat and Power, Commercial Power",Other Biomass,5265,2017-01-01
2017,2,DC,Total Electric Power Industry,Total,5497,2017-02-01
2017,2,DC,Total Electric Power Industry,Natural Gas,1881,2017-02-01
2017,2,DC,Total Electric Power Industry,Petroleum,0,2017-02-01
2017,2,DC,Total Electric Power Industry,Other Biomass,3616,2017-02-01
2017,2,DC,"Combined Heat and Power, Commercial Power",Total,5497,2017-02-01
2017,2,DC,"Combined Heat and Power, Commercial Power",Natural Gas,1881,2017-02-01
2017,2,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2017-02-01
2017,2,DC,"Combined Heat and Power, Commercial Power",Other Biomass,3616,2017-02-01
2017,3,DC,Total Electric Power Industry,Total,8894,2017-03-01
2017,3,DC,Total Electric Power Industry,Natural Gas,3913,2017-03-01
2017,3,DC,Total Electric Power Industry,Petroleum,0,2017-03-01
2017,3,DC,Total Electric Power Industry,Other Biomass,4981,2017-03-01
2017,3,DC,"Combined Heat and Power, Commercial Power",Total,8894,2017-03-01
2017,3,DC,"Combined Heat and Power, Commercial Power",Natural Gas,3913,2017-03-01
2017,3,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2017-03-01
2017,3,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4981,2017-03-01
2017,4,DC,Total Electric Power Industry,Total,3865,2017-04-01
2017,4,DC,Total Electric Power Industry,Natural Gas,69,2017-04-01
2017,4,DC,Total Electric Power Industry,Petroleum,0,2017-04-01
2017,4,DC,Total Electric Power Industry,Other Biomass,3796,2017-04-01
2017,4,DC,"Combined Heat and Power, Commercial Power",Total,3865,2017-04-01
2017,4,DC,"Combined Heat and Power, Commercial Power",Natural Gas,69,2017-04-01
2017,4,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2017-04-01
2017,4,DC,"Combined Heat and Power, Commercial Power",Other Biomass,3796,2017-04-01
2017,5,DC,Total Electric Power Industry,Total,4614,2017-05-01
2017,5,DC,Total Electric Power Industry,Natural Gas,1063,2017-05-01
2017,5,DC,Total Electric Power Industry,Petroleum,0,2017-05-01
2017,5,DC,Total Electric Power Industry,Other Biomass,3551,2017-05-01
2017,5,DC,"Combined Heat and Power, Commercial Power",Total,4614,2017-05-01
2017,5,DC,"Combined Heat and Power, Commercial Power",Natural Gas,1063,2017-05-01
2017,5,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2017-05-01
2017,5,DC,"Combined Heat and Power, Commercial Power",Other Biomass,3551,2017-05-01
2017,6,DC,Total Electric Power Industry,Total,5927,2017-06-01
2017,6,DC,Total Electric Power Industry,Natural Gas,3910,2017-06-01
2017,6,DC,Total Electric Power Industry,Petroleum,0,2017-06-01
2017,6,DC,Total Electric Power Industry,Other Biomass,2017,2017-06-01
2017,6,DC,"Combined Heat and Power, Commercial Power",Total,5927,2017-06-01
2017,6,DC,"Combined Heat and Power, Commercial Power",Natural Gas,3910,2017-06-01
2017,6,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2017-06-01
2017,6,DC,"Combined Heat and Power, Commercial Power",Other Biomass,2017,2017-06-01
2017,7,DC,Total Electric Power Industry,Total,5666,2017-07-01
2017,7,DC,Total Electric Power Industry,Natural Gas,357,2017-07-01
2017,7,DC,Total Electric Power Industry,Petroleum,0,2017-07-01
2017,7,DC,Total Electric Power Industry,Other Biomass,5309,2017-07-01
2017,7,DC,"Combined Heat and Power, Commercial Power",Total,5666,2017-07-01
2017,7,DC,"Combined Heat and Power, Commercial Power",Natural Gas,357,2017-07-01
2017,7,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2017-07-01
2017,7,DC,"Combined Heat and Power, Commercial Power",Other Biomass,5309,2017-07-01
2017,8,DC,Total Electric Power Industry,Total,2615,2017-08-01
2017,8,DC,Total Electric Power Industry,Natural Gas,345,2017-08-01
2017,8,DC,Total Electric Power Industry,Petroleum,0,2017-08-01
2017,8,DC,Total Electric Power Industry,Other Biomass,2270,2017-08-01
2017,8,DC,"Combined Heat and Power, Commercial Power",Total,2615,2017-08-01
2017,8,DC,"Combined Heat and Power, Commercial Power",Natural Gas,345,2017-08-01
2017,8,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2017-08-01
2017,8,DC,"Combined Heat and Power, Commercial Power",Other Biomass,2270,2017-08-01
2017,9,DC,Total Electric Power Industry,Total,5197,2017-09-01
2017,9,DC,Total Electric Power Industry,Natural Gas,2999,2017-09-01
2017,9,DC,Total Electric Power Industry,Petroleum,0,2017-09-01
2017,9,DC,Total Electric Power Industry,Other Biomass,2198,2017-09-01
2017,9,DC,"Combined Heat and Power, Commercial Power",Total,5197,2017-09-01
2017,9,DC,"Combined Heat and Power, Commercial Power",Natural Gas,2999,2017-09-01
2017,9,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2017-09-01
2017,9,DC,"Combined Heat and Power, Commercial Power",Other Biomass,2198,2017-09-01
2017,10,DC,Total Electric Power Industry,Total,4692,2017-10-01
2017,10,DC,Total Electric Power Industry,Natural Gas,0,2017-10-01
2017,10,DC,Total Electric Power Industry,Petroleum,0,2017-10-01
2017,10,DC,Total Electric Power Industry,Other Biomass,4692,2017-10-01
2017,10,DC,"Combined Heat and Power, Commercial Power",Total,4692,2017-10-01
2017,10,DC,"Combined Heat and Power, Commercial Power",Natural Gas,0,2017-10-01
2017,10,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2017-10-01
2017,10,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4692,2017-10-01
2017,11,DC,Total Electric Power Industry,Total,4285,2017-11-01
2017,11,DC,Total Electric Power Industry,Natural Gas,118,2017-11-01
2017,11,DC,Total Electric Power Industry,Petroleum,0,2017-11-01
2017,11,DC,Total Electric Power Industry,Other Biomass,4167,2017-11-01
2017,11,DC,"Combined Heat and Power, Commercial Power",Total,4285,2017-11-01
2017,11,DC,"Combined Heat and Power, Commercial Power",Natural Gas,118,2017-11-01
2017,11,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2017-11-01
2017,11,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4167,2017-11-01
2017,12,DC,Total Electric Power Industry,Total,5902,2017-12-01
2017,12,DC,Total Electric Power Industry,Natural Gas,597,2017-12-01
2017,12,DC,Total Electric Power Industry,Petroleum,0,2017-12-01
2017,12,DC,Total Electric Power Industry,Other Biomass,5305,2017-12-01
2017,12,DC,"Combined Heat and Power, Commercial Power",Total,5902,2017-12-01
2017,12,DC,"Combined Heat and Power, Commercial Power",Natural Gas,597,2017-12-01
2017,12,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2017-12-01
2017,12,DC,"Combined Heat and Power, Commercial Power",Other Biomass,5305,2017-12-01
2018,1,DC,Total Electric Power Industry,Total,6937,2018-01-01
2018,1,DC,Total Electric Power Industry,Natural Gas,2665,2018-01-01
2018,1,DC,Total Electric Power Industry,Petroleum,0,2018-01-01
2018,1,DC,Total Electric Power Industry,Other Biomass,4272,2018-01-01
2018,1,DC,"Combined Heat and Power, Commercial Power",Total,6937,2018-01-01
2018,1,DC,"Combined Heat and Power, Commercial Power",Natural Gas,2665,2018-01-01
2018,1,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2018-01-01
2018,1,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4272,2018-01-01
2018,2,DC,Total Electric Power Industry,Total,7593,2018-02-01
2018,2,DC,Total Electric Power Industry,Natural Gas,2289,2018-02-01
2018,2,DC,Total Electric Power Industry,Petroleum,0,2018-02-01
2018,2,DC,Total Electric Power Industry,Other Biomass,5304,2018-02-01
2018,2,DC,"Combined Heat and Power, Commercial Power",Total,7593,2018-02-01
2018,2,DC,"Combined Heat and Power, Commercial Power",Natural Gas,2289,2018-02-01
2018,2,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2018-02-01
2018,2,DC,"Combined Heat and Power, Commercial Power",Other Biomass,5304,2018-02-01
2018,3,DC,Total Electric Power Industry,Total,8844,2018-03-01
2018,3,DC,Total Electric Power Industry,Natural Gas,3068,2018-03-01
2018,3,DC,Total Electric Power Industry,Petroleum,0,2018-03-01
2018,3,DC,Total Electric Power Industry,Other Biomass,5776,2018-03-01
2018,3,DC,"Combined Heat and Power, Commercial Power",Total,8844,2018-03-01
2018,3,DC,"Combined Heat and Power, Commercial Power",Natural Gas,3068,2018-03-01
2018,3,DC,"Combined Heat and Power, Commercial Power",Petroleum,0,2018-03-01
2018,3,DC,"Combined Heat and Power, Commercial Power",Other Biomass,5776,2018-03-01
2018,4,DC,Total Electric Power Industry,Total,9549,2018-04-01
2018,4,DC,Total Electric Power Industry,Natural Gas,4442,2018-04-01
